ADJUVANT	YEAR	COMTRS	POUNDS_PRODUCT_APPLIED	POUNDS_CHEMICAL_APPLIED
NO	2020	34M06N06E35	3.8371	1.14115354
NO	2020	34M06N06E35	20.0386	8.3560962
NO	2020	34M06N06E35	18.7921	7.8363057
NO	2020	34M06N06E35	15.6182	4.1232048
YES	2020	34M06N06E35	5.878	N/A
NO	2020	34M06N06E35	6.7583	1.54562321
YES	2020	34M06N06E35	9.7634	N/A
YES	2020	34M06N06E35	15.4616	N/A
NO	2020	34M06N06E35	3.9343	.4485102
YES	2020	34M06N06E35	6.6347	N/A
NO	2020	34M06N06E35	31.4481	13.1138577
YES	2020	34M06N06E35	11.0018	N/A
YES	2020	34M06N06E35	39.1533	N/A
YES	2020	34M06N06E35	17.1431	N/A
YES	2020	34M06N06E35	8.5716	N/A
NO	2020	34M06N06E35	76.8338	29.7346806
YES	2020	34M06N06E35	65.2556	N/A
YES	2020	34M06N06E35	28.6885	N/A
NO	2020	34M06N06E35	76.8338	29.7346806
NO	2020	34M06N06E35	3.93	2.0043
NO	2020	34M06N06E35	15.5252	4.0986528
YES	2020	34M06N06E35	5.1604	N/A
YES	2020	34M06N06E35	23.7988	N/A
NO	2020	34M06N06E35	123.815	47.916405
NO	2020	34M06N06E35	30.2975	12.6340575
NO	2020	34M06N06E35	128.2195	49.6209465
NO	2020	34M06N06E35	26.1366	6.9000624
NO	2020	34M06N06E35	3.9331	1.16970394
NO	2020	34M06N06E35	81.7277	31.6286199
YES	2020	34M06N06E35	23.3773	N/A
YES	2020	34M06N06E35	12.2065	N/A
NO	2020	34M06N06E35	2.0145	.5991123
NO	2020	34M06N06E35	6.2161	.7086354
NO	2020	34M06N06E35	3.6982	.4215948
NO	2020	34M06N06E35	128.2195	49.6209465
NO	2020	34M06N06E35	2.4941	.74174534
NO	2020	34M06N06E35	5.9801	.6817314
NO	2020	34M06N06E36	2.2064	.65618336
NO	2020	34M06N06E36	6.0435	1.7973369
YES	2020	34M06N06E36	4.898	N/A
NO	2020	34M06N06E36	11.0376	2.5165728
YES	2020	34M06N06E36	18.3447	N/A
YES	2020	34M06N06E36	8.7465	N/A
NO	2020	34M06N06E36	361.522	93.634198
YES	2020	34M06N06E36	15.3355	N/A
YES	2020	34M06N06E36	3.3237	N/A
NO	2020	34M06N06E36	13.4321	2.12764464
YES	2020	34M06N06E36	4.7031	N/A
NO	2020	34M06N06E36	3.75	1.9125
YES	2020	34M06N06E36	7.472	N/A
NO	2020	34M06N06E36	58.4523	28.4662701
NO	2020	34M06N06E36	391.51	151.51437
YES	2020	34M06N06E36	19.9254	N/A
NO	2020	34M07N04E24	47.9392	19.9906464
YES	2020	34M07N04E24	4.392	N/A
NO	2020	34M07N04E24	391.51	151.51437
NO	2020	34M07N04E24	6.0435	1.7973369
NO	2020	34M07N04E24	10	5.1
YES	2020	34M07N04E24	59.183	N/A
NO	2020	34M07N04E24	9.4422	1.0764108
YES	2020	34M07N04E24	4.392	N/A
NO	2020	34M07N04E24	9.4422	1.0764108
NO	2020	34M07N04E24	47.9392	19.9906464
NO	2020	34M07N04E24	39.8424	10.5183936
NO	2020	34M07N04E26	9.198	2.097144
NO	2020	34M07N04E26	10.7957	4.6961295
YES	2020	34M07N04E26	17.3164	N/A
NO	2020	34M07N04E35	200	4
NO	2020	34M07N06E12	44.4056	21.6255272
NO	2020	34M07N07E01	3.9568	.9931568
NO	2020	34M07N07E01	1.7875	.89375
NO	2020	34M07N07E02	1.187	.297937
NO	2020	34M07N07E02	.525	.2625
NO	2020	34M07N07E03	44.8162	11.20405
NO	2020	34M07N07E03	108.215	44.043505
NO	2020	34M07N07E29	59.9239	24.9882663
NO	2020	34M07N07E29	11.8028	1.3455192
NO	2020	34M07N07E29	195.755	75.757185
NO	2020	34M07N07E29	7.4824	2.22526576
NO	2020	34M07N07E29	4.7211	.5382054
YES	2020	34M07N07E29	36.9894	N/A
NO	2020	34M07N07E29	489.3875	189.3929625
NO	2020	34M07N07E29	74.8614	32.3401248
NO	2020	34M07N07E29	23.9696	9.9953232
YES	2020	34M07N08E05	19.9254	N/A
YES	2020	34M07N08E05	24.9067	N/A
NO	2020	34M07N08E05	128.0218	52.488938
YES	2020	34M07N08E05	34.8694	N/A
NO	2020	34M07N08E05	164.6134	67.491494
NO	2020	34M07N08E05	73.1832	30.005112
YES	2020	34M07N08E05	44.8321	N/A
NO	2020	34M07N08E05	91.4302	37.486382
NO	2020	34M08N07E34	44.8162	11.20405
NO	2020	34M08N07E34	34.2676	14.8036032
NO	2020	34M08N07E34	108.215	44.043505
NO	2020	34M08N07E35	20.371	5.09275
NO	2020	34M08N07E35	245.9433	100.0989231
NO	2020	34M08N07E35	49.1887	20.0198009
NO	2020	34M08N07E35	101.8551	25.463775
